"filename", "language", "SCSS", "JavaScript", "XML", "Vue", "CSS", "comment", "blank", "total"
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/accountSettings/AccountSettingsView.vue", "Vue", 0, 0, 0, 113, 0, 27, 15, 155
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/ActivityCenterView.vue", "Vue", 0, 0, 0, 51, 0, 0, 11, 62
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/EmptyTable.vue", "Vue", 0, 0, 0, 13, 0, 0, 2, 15
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/GeneralUpdates/GeneralUpdates.vue", "Vue", 0, 0, 0, 66, 0, 0, 12, 78
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/GeneralUpdates/GeneralUpdatesHeader.vue", "Vue", 0, 0, 0, 40, 0, 0, 6, 46
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/GeneralUpdates/GeneralUpdatesSkeleton.vue", "Vue", 0, 0, 0, 39, 0, 0, 7, 46
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/OrderIssues/OrderIssues.vue", "Vue", 0, 0, 0, 85, 0, 0, 14, 99
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/OrderIssues/OrderIssuesHeader.vue", "Vue", 0, 0, 0, 50, 0, 0, 7, 57
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/OrderIssues/OrderIssuesSkeleton.vue", "Vue", 0, 0, 0, 41, 0, 0, 7, 48
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/ProductIssues/ProductIssues.vue", "Vue", 0, 0, 0, 90, 0, 0, 14, 104
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/ProductIssues/ProductIssuesHeader.vue", "Vue", 0, 0, 0, 50, 0, 0, 7, 57
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/components/ProductIssues/ProductIssuesSkeleton.vue", "Vue", 0, 0, 0, 48, 0, 0, 7, 55
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/activityCenter/composables/activities.js", "JavaScript", 0, 14, 0, 0, 0, 0, 4, 18
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/Connections.vue", "Vue", 0, 0, 0, 90, 0, 0, 14, 104
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/ConnectionsView.vue", "Vue", 0, 0, 0, 89, 0, 0, 13, 102
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/ConnectionsViewHeader.vue", "Vue", 0, 0, 0, 48, 0, 0, 4, 52
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/ConnectionsViewSkeleton.vue", "Vue", 0, 0, 0, 40, 0, 0, 7, 47
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/connect/ConnectNewStoreDialog.vue", "Vue", 0, 0, 0, 132, 0, 0, 14, 146
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/disconnect/DisconnectAndDeleteDialog.vue", "Vue", 0, 0, 0, 48, 0, 0, 7, 55
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/disconnect/DisconnectAndKeepDialog.vue", "Vue", 0, 0, 0, 44, 0, 0, 6, 50
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/disconnect/DisconnectDialog.vue", "Vue", 0, 0, 0, 59, 0, 0, 9, 68
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/multiLocation/DestinationLocationDropdown.vue", "Vue", 0, 0, 0, 66, 0, 0, 12, 78
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/multiLocation/DisableMultilocationDialog.vue", "Vue", 0, 0, 0, 42, 0, 0, 5, 47
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/multiLocation/LocationChangeConfirmationDialog.vue", "Vue", 0, 0, 0, 48, 0, 0, 5, 53
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/multiLocation/LocationChangedDialog.vue", "Vue", 0, 0, 0, 37, 0, 0, 4, 41
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/multiLocation/LocationPendingDialog.vue", "Vue", 0, 0, 0, 46, 0, 0, 7, 53
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/components/multiLocation/SourceInventoryDropdown.vue", "Vue", 0, 0, 0, 62, 0, 0, 12, 74
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/connections/composables/connections.js", "JavaScript", 0, 56, 0, 0, 0, 0, 9, 65
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/dashboard/DashboardView.vue", "Vue", 0, 0, 0, 27, 0, 0, 6, 33
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/dashboard/components/DashboardLeft.vue", "Vue", 0, 0, 0, 62, 0, 0, 11, 73
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/dashboard/components/DashboardRight.vue", "Vue", 0, 0, 0, 116, 0, 0, 8, 124
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/login/LoginView.vue", "Vue", 0, 0, 0, 109, 0, 0, 13, 122
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/MarketplaceView.vue", "Vue", 0, 0, 0, 54, 0, 0, 8, 62
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/Filters.vue", "Vue", 0, 0, 0, 74, 0, 0, 9, 83
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/MessageDialog.vue", "Vue", 0, 0, 0, 43, 0, 0, 4, 47
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/MessageSentDialog.vue", "Vue", 0, 0, 0, 30, 0, 0, 4, 34
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/Profile.vue", "Vue", 0, 0, 0, 93, 0, 0, 7, 100
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/ProfileSkeleton.vue", "Vue", 0, 0, 0, 10, 0, 0, 1, 11
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/Profiles.vue", "Vue", 0, 0, 0, 23, 0, 0, 2, 25
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/Search.vue", "Vue", 0, 0, 0, 37, 0, 0, 5, 42
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/Survey.vue", "Vue", 0, 0, 0, 13, 0, 0, 1, 14
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplace/components/UserProfile.vue", "Vue", 0, 0, 0, 70, 0, 0, 3, 73
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplaceSettings/MarketplaceSettingsView.vue", "Vue", 0, 0, 0, 259, 0, 17, 29, 305
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/marketplaceSettings/components/ProfilePreviewDialog.vue", "Vue", 0, 0, 0, 91, 0, 0, 5, 96
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/notificationSettings/NotificationSettingsView.vue", "Vue", 0, 0, 0, 53, 0, 0, 7, 60
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orderPushSettings/OrderPushSettingsView.vue", "Vue", 0, 0, 0, 116, 0, 0, 15, 131
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orderPushSettings/components/EmailContact.vue", "Vue", 0, 0, 0, 71, 0, 0, 10, 81
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orderPushSettings/components/ShippingRulesRates.vue", "Vue", 0, 0, 0, 117, 0, 0, 16, 133
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orderPushSettings/components/ShippingTypeTags.vue", "Vue", 0, 0, 0, 97, 0, 0, 14, 111
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/OrdersView.vue", "Vue", 0, 0, 0, 197, 0, 6, 33, 236
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/OrdersViewHeader.vue", "Vue", 0, 0, 0, 48, 0, 0, 3, 51
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/OrdersViewSkeleton.vue", "Vue", 0, 0, 0, 47, 0, 0, 9, 56
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/components/EnableAutoPushDialog.vue", "Vue", 0, 0, 0, 76, 0, 0, 11, 87
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/components/OrderDetails.vue", "Vue", 0, 0, 0, 259, 0, 3, 42, 304
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/components/OrderDetailsSkeleton.vue", "Vue", 0, 0, 0, 132, 0, 0, 7, 139
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/orders/composables/orders.js", "JavaScript", 0, 75, 0, 0, 0, 0, 11, 86
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/PayoutsView.vue", "Vue", 0, 0, 0, 75, 0, 4, 16, 95
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/createPayout/CreatePayout.vue", "Vue", 0, 0, 0, 224, 0, 0, 27, 251
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/DestinationPayoutsHeader.vue", "Vue", 0, 0, 0, 166, 0, 0, 29, 195
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/paid/Paid.vue", "Vue", 0, 0, 0, 86, 0, 0, 15, 101
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/paid/PaidSkeleton.vue", "Vue", 0, 0, 0, 46, 0, 0, 8, 54
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/payableOrders/PayableOrders.vue", "Vue", 0, 0, 0, 85, 0, 0, 16, 101
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/payableOrders/PayableOrdersSkeleton.vue", "Vue", 0, 0, 0, 37, 0, 0, 7, 44
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/payoutOrders/PayoutOrders.vue", "Vue", 0, 0, 0, 156, 0, 0, 29, 185
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/payoutOrders/PayoutOrdersHeader.vue", "Vue", 0, 0, 0, 18, 0, 0, 3, 21
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/payoutOrders/PayoutOrdersSkeleton.vue", "Vue", 0, 0, 0, 60, 0, 0, 10, 70
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/destinationPayouts/unpaid/Unpaid.vue", "Vue", 0, 0, 0, 84, 0, 0, 15, 99
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/payout/CommentsAndEvents.vue", "Vue", 0, 0, 0, 39, 0, 0, 8, 47
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/payout/OrdersInvoiced.vue", "Vue", 0, 0, 0, 143, 0, 1, 27, 171
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/payout/Payout.vue", "Vue", 0, 0, 0, 53, 0, 0, 6, 59
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/payout/PayoutDetails.vue", "Vue", 0, 0, 0, 182, 0, 0, 23, 205
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/sourcePayouts/SourcePayoutsHeader.vue", "Vue", 0, 0, 0, 119, 0, 0, 21, 140
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/sourcePayouts/complete/Complete.vue", "Vue", 0, 0, 0, 79, 0, 0, 14, 93
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/sourcePayouts/complete/CompleteSkeleton.vue", "Vue", 0, 0, 0, 45, 0, 0, 8, 53
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/sourcePayouts/open/Open.vue", "Vue", 0, 0, 0, 91, 0, 0, 15, 106
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/components/sourcePayouts/open/OpenSkeleton.vue", "Vue", 0, 0, 0, 46, 0, 0, 8, 54
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payouts/composables/payouts.js", "JavaScript", 0, 84, 0, 0, 0, 0, 18, 102
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/PayoutsSettingsView.vue", "Vue", 0, 0, 0, 38, 0, 0, 6, 44
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/BulkCommissionDialog.vue", "Vue", 0, 0, 0, 69, 0, 0, 10, 79
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/DefaultStoreCommission.vue", "Vue", 0, 0, 0, 67, 0, 0, 11, 78
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/product/ProductCommission.vue", "Vue", 0, 0, 0, 186, 0, 0, 28, 214
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/product/ProductCommissionHeader.vue", "Vue", 0, 0, 0, 34, 0, 4, 6, 44
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/product/ProductCommissionSkeleton.vue", "Vue", 0, 0, 0, 53, 0, 0, 9, 62
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/store/StoreCommission.vue", "Vue", 0, 0, 0, 171, 0, 0, 26, 197
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/payoutsSettings/components/store/StoreCommissionSkeleton.vue", "Vue", 0, 0, 0, 45, 0, 0, 8, 53
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/PlanAndBillingsSkeleton.vue", "Vue", 0, 0, 0, 84, 0, 0, 14, 98
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/PlanAndBillingsView.vue", "Vue", 0, 0, 0, 77, 0, 0, 17, 94
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/components/Addon.vue", "Vue", 0, 0, 0, 116, 0, 0, 20, 136
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/components/Addons.vue", "Vue", 0, 0, 0, 47, 0, 0, 7, 54
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/components/AddonsDowngradeDialog.vue", "Vue", 0, 0, 0, 49, 0, 0, 4, 53
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/components/Plan.vue", "Vue", 0, 0, 0, 23, 0, 0, 3, 26
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/components/Plans.vue", "Vue", 0, 0, 0, 48, 0, 0, 6, 54
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/planAndBillings/components/Summary.vue", "Vue", 0, 0, 0, 105, 0, 0, 20, 125
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/productSettings/ProductSettingsView.vue", "Vue", 0, 0, 0, 127, 0, 0, 18, 145
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/productSettings/components/MetafieldsDialog.vue", "Vue", 0, 0, 0, 36, 0, 0, 5, 41
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/productSettings/components/Product.vue", "Vue", 0, 0, 0, 191, 0, 1, 19, 211
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/productSettings/components/ProductSkeleton.vue", "Vue", 0, 0, 0, 69, 0, 0, 3, 72
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/productSettings/components/Variant.vue", "Vue", 0, 0, 0, 84, 0, 0, 13, 97
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/productSettings/components/VariantSkeleton.vue", "Vue", 0, 0, 0, 57, 0, 0, 1, 58
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/Products.vue", "Vue", 0, 0, 0, 245, 0, 0, 28, 273
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/ProductsView.vue", "Vue", 0, 0, 0, 176, 0, 6, 33, 215
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/ProductsViewHeader.vue", "Vue", 0, 0, 0, 191, 0, 0, 12, 203
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/ProductsViewSkeleton.vue", "Vue", 0, 0, 0, 70, 0, 0, 13, 83
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/BulkMapperDialog.vue", "Vue", 0, 0, 0, 48, 0, 0, 7, 55
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/BulkSyncDialog.vue", "Vue", 0, 0, 0, 34, 0, 0, 5, 39
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/DuplicateSkuDialog.vue", "Vue", 0, 0, 0, 44, 0, 0, 8, 52
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/InventoryCounter.vue", "Vue", 0, 0, 0, 56, 0, 0, 13, 69
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/ProductDescriptionAndVariants.vue", "Vue", 0, 0, 0, 47, 0, 0, 8, 55
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/ProductDetails.vue", "Vue", 0, 0, 0, 111, 0, 0, 13, 124
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/ProductDetailsDialog.vue", "Vue", 0, 0, 0, 165, 0, 3, 27, 195
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/ProductStoreInfo.vue", "Vue", 0, 0, 0, 36, 0, 0, 6, 42
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/unSync/UnsyncAndDeleteDialog.vue", "Vue", 0, 0, 0, 83, 0, 0, 11, 94
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/components/unSync/UnsyncDialog.vue", "Vue", 0, 0, 0, 112, 0, 0, 16, 128
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/products/composables/products.js", "JavaScript", 0, 104, 0, 0, 0, 0, 22, 126
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/PageDetails.vue", "Vue", 0, 0, 0, 18, 0, 0, 3, 21
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/PlatformSelection.vue", "Vue", 0, 0, 0, 47, 0, 0, 4, 51
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/Step.vue", "Vue", 0, 0, 0, 36, 0, 0, 6, 42
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/shopify/ConnectOrInviteStore.vue", "Vue", 0, 0, 0, 75, 0, 0, 14, 89
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/shopify/EmptyBase.vue", "Vue", 0, 0, 0, 22, 0, 0, 6, 28
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/shopify/InstallationComplete.vue", "Vue", 0, 0, 0, 81, 0, 0, 14, 95
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/shopify/SelectStoreType.vue", "Vue", 0, 0, 0, 88, 0, 0, 8, 96
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/woocommerce/CreateAccount.vue", "Vue", 0, 0, 0, 69, 0, 0, 9, 78
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/woocommerce/ForgotPassword.vue", "Vue", 0, 0, 0, 55, 0, 0, 8, 63
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/woocommerce/ResetPassword.vue", "Vue", 0, 0, 0, 1, 0, 0, 1, 2
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/woocommerce/SelectWooStoreType.vue", "Vue", 0, 0, 0, 66, 0, 0, 5, 71
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/registration/woocommerce/VerifyStoreUrl.vue", "Vue", 0, 0, 0, 97, 0, 0, 12, 109
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/settings/SettingsView.vue", "Vue", 0, 0, 0, 66, 0, 0, 10, 76
"/Users/mac/Documents/projects/Syncio/FE-app-3.0/src/views/settings/components/Setting.vue", "Vue", 0, 0, 0, 40, 0, 0, 6, 46
"Total", "-", 1214, 3403, 250, 11044, 1, 166, 2265, 18343